title,genre,description,rating,writer,illustrator,original_creator
취사병 전설이 되다,판타지,대한민국 대표 흙수저 강성재 불안하기만 한 군생활에 한줄기 빛처럼 다가온 전설의 취사병이 될 기회,9.87,제이로빈 , 이진수,제이로빈 
취업의소리,개그,조석wony박종원 2인의 작가들이 펼치는팍팍 막힘 없이 뚫리는 취업이야기웃음은 크게 청년 취업 고민은 쏘옥,9.17,"조석, 워니","조석, 워니","조석, 워니"
취향 소개소,로맨스,머리카락을 뽑으면 이다몽 작가의 신작캠퍼스 로망따윈 멀리 던진 채 고학점과 효율적인 시간관리를 최우선으로 여기는 자발적 아싸 김주연 새학기를 맞아 학점얻기 쉬운 꿀 교양이라는  즐거운 힐링라이프를 수강하지만 주연은 첫 과제부터 1점 처리를 당할 위기에 놓인다마땅한 취미도 없고 본인의 취향도 딱히 없는 무색무취 주연은 교수의 권유로 취향 소개소라는 정체 모를 곳을 방문하게 되는데주연이 앞에 나타난 수상한 동아리 취향 소개소 당신이 좋아할 만한 다양한 취향을 소개해드립니다,9.95,이다몽,이다몽,이다몽
층간소음,스릴러,계약직 사원인 성실함의 끝판왕 서시우는 드디어 정식 사원으로 입성하는 데 성공한다 거기에 덤으로 비밀사내연애의 짜릿함까지이제 자신의 미래를 드디어 꿈꿔볼 수 있게 됐다그런데 어느날 자신의 아파트에서 들리기 시작한 진동과 소음 처음에는 참으려 했으니 그 소음은 이제 도저히 참을 수 없을 정도로 서시우의 삶을 옥죄어 간다방법은 단 한가지 정면돌파용기를 내 위층집을 찾아간 서시우 그리고 그 현관문이 열리는 순간 서시우의 몸은 얼어버리고 만다,9.71,양송,양송,양송
친구의 비밀계정,드라마,랜선친구 공주가 죽었다 죽음의 비밀을 풀 수 있는 건 3년간 공주와 대화한 혜경 뿐 폰 안의 대화 기록으로 그녀의 죽음을 쫓아야 한다 공주를 죽인 건 누구인가,9.93,남방과일차 , 오제이,남방과일차 
친애하는 X,드라마,국내 최고의 여배우 백아진의 몰락그리고 그 뒤에 숨겨진 그녀의 두 얼굴네이버웹툰 최강자전 18년 대표작,9.97,반지운,반지운,반지운
침묵의 밤,스릴러,PUBG UNIVERSE 유명 작가 로건이 의문의 소설을 남기고 죽었다 그의 딸인 레아는 앞부분만 남은 원고로 아버지 죽음의 진실과 마을 사람들이 감추는 이야기를 파헤쳐 가는데,9.89,한동우 , Q-Ha,한동우 
침범,스릴러,6살이라고 생각하기 힘들만큼 잔혹성을 보이는 소현 왠지 모를 꺼림칙함이 느껴지는 고독사 청소업체 직원 해영그녀를 만난 후 내 삶이 무너지기 시작했다,9.82,공세리 , 영영이,공세리 
카라멜마끼아또,로맨스,달콤한 커피처럼은은하고 포근한 사랑 그 속에 스며들은 우리들의 이야기,9.9,김명현,김명현,김명현
카루나,판타지,지옥의 군대와 맞서는 항마승병 카루나카루나에 도전하는 소년액션 모험 판타지,9.81,강호진,강호진,강호진
카오스어택,판타지,지구는 바야흐로 영웅시대평범한 고등학생과 엉뚱발랄 영웅들의 좌충우돌 에피소드,9.95,맛스타,맛스타,맛스타
칼가는 소녀,드라마,치사율 100의 인싸 희귀병 소녀 사랑누구보다 차분하고 두려움 없는 같은 반 소녀 은조두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다네이버웹툰 최강자전 18년 대표작,9.97,오리,오리,오리
칼끝에 입술,로맨스,제국의 미친개 역대 최강의 기사 아르네 그녀는 부모님의 성화에 어쩔 수 없이 결혼을 하게 된다남편이 맘에 안 들면 죽이고 돌아와야지하지만 누구도 남편이 이렇게 잘생겼다고 말 안 해줬잖아당신이 유리 같아서 깨질까 봐 불안해게다가 남편이 나를 연약한 도자기처럼 대하는데전혀 약하지 않은 아르네와 전전긍긍 집착남편 카시안오해와 오해가 겹치는 아슬아슬 착각 로맨스,9.95,핀쿠 , 뫄과 , 윤슬
칼부림,무협/사극,뜻을 품고 한을 품은 팔도의 자제들아 서슬퍼런 칼날 내보이라이괄의 난을 배경으로 펼쳐지는 함이의 복수와 성장,9.91,고일권,고일권,고일권
칼에 취한 밤을 걷다,무협/사극,진소한은 본디 고아 출신이었으나 현월검무단이 거두어 그녀들과 어린 시절을 함께 보낸다 하지만 어느 날 그의 특수한 신체 특성을 알아본 사대악인 중 하나인 독마에게 납치당하고 온갖 실험 끝에 결국 제자로까지 키워지게 된다 10년 뒤 그는 현월검무단의 흔적을 찾아보려 하지만 검무단은 이미 고향을 지배하는 흑도들의 손에 사라져 버렸는데,9.89,JP , 송민 , 유진성
캉타우,판타지,외계인들의 전쟁에 휘말린 소년부산에서 펼쳐지는 거대로봇액션,9.94,신형욱 , 양경일,신형욱 
캐슬,액션,복수를 위해 칼을 갈아온 특급 킬러 김신뒷세계 절대권력과의 목숨 건 한판 승부,9.97,정연,정연,정연
캡틴 비앙카,로맨스,캡틴 비앙카모두가 원하던 새로운 영웅의 등장한가로운 해변 마을 여관에서 허드렛일을 하는 청년 레온은 뜻밖의 손님을 만나게 된다 해적인 줄만 알았던 무시무시한 분위기의 손님 비앙카는 희귀한 해양생물을 찾아내서 보호하는 나름 착한 사람 그녀와 함께 소매치기 펭귄 딸기 거북이 사기꾼 해달 등을 만나게 되면서 레온은 점차 비앙카의 매력에 빠지게 된다한편 희귀한 해양생물이 유독 많이 등장하는 이 마을이 심상치 않음을 직감한 비앙카 앞에 철천지 원수 실버단의 디고르가 나타나고 비앙카에게 연정을 숨기지 않는 디고르를 보며 레온은 마음이 복잡해지기만 하는데지금까지의 판타지와는 결이 다르다한 번 보면 빠져나올 수 없는 캡틴 비앙카의 매력,9.6,소망,소망,소망
커넥트,스릴러,드라마원작 그 놈은 날 죽였다 하지만 난 되살아났고 그놈에 복수하기로 했다내 눈을 가져간 자기 눈에 이식한 그놈이 보는 풍경이 내게도 보인다누군지 모르겠지만 곧 다시 만나게 될 것이다,9.58,신대성,신대성,신대성
커피도둑,판타지,학교 뒷산에 있는 카페 커피도둑 그곳에 시간을 사는 남자가 있다는 소문이 퍼진다 1년 전 사고를 당한 유나래는 저승사자 새우와 함께 그곳으로 찾아가 다시 살아나기 위해 시간을 훔치려 하는데,9.95,유지별이,유지별이,유지별이
커피우유신화,판타지,마음만 먹으면 어떤것이든 가능한 신의능력커피우유가 존재하지 않는 세상에서 커피의 신과 우유의 여신이 만들어가는 시시한 신화의 막이 지금 열린다,9.93,마사토끼 , joana,마사토끼 
컨트롤제트,스릴러,당신은 지우고 싶은 기억이 있나요기억을 되돌릴 수 있다면,9.93,미티,미티,미티
코끼리를 끌어안는 방법,드라마,조금은 특별하고 서툰ㅡ만나고 부딪히며 아이들은 성장 해 간다 심장이뛰다 백희정의 학원 휴먼판타지 신작,9.95,백희정,백희정,백희정
코인 리벤지,액션,코인 가격을 조작하는 세력에 의해 가족을 잃은 천재 대학생 유범복수를 위해 신분을 숨기고 코인 조폭 세력 ONE에 잠입한다그는 천재적인 두뇌를 활용하여 자신의 인생을 망가트린 코인 세력에게 피의 복수를 시작한다사장님을 잠금해제 박성현 작가의 가상화폐 범죄 느와르 신작,9.82,박성현,박성현,박성현
콘스탄쯔 이야기,드라마,바로 지금 여기 이 곳에서 벌어지는 새로운 삶을 향한 몸부림긴 터널의 끝에서 그녀를 기다리고 있는 것은 무엇일까생존을 위한 그녀의 몸부림을 담은 팩션 다큐멘터리,9.93,김민정,김민정,김민정
쿠베라,판타지,신의 이름을 가진 소녀 쿠베라 리즈 15세 생일에 외출에서 돌아오다가 초토화되어버린 마을을 목격하게 되는데 신 수라 마법사들 사이에서 펼쳐지는 소속불명 장르 혼합 판타지,9.96,카레곰,카레곰,카레곰
쿠쿠쿠쿠,개그,어느 날 남극에서나 사는 줄 알았던 펭귄이 너드남 공선생 집에 난입했다할 줄 아는 말은 쿠쿠밖에 없는 그 녀석은 심지어 아프리카에서 왔다나한국을 자신의 고향인 볼더스 비치처럼 여유와 낭만이 넘치는 곳으로 바꾸겠다는 쿠쿠와 엉겁결에 같이 살게 된 공선생그 둘의 앞에 하드한 K라이프가 펼쳐지게 되는데,9.89,신의철,신의철,신의철
퀘스트지상주의,드라마,외모지상주의 싸움독학 인생존망과 세계관을 공유하는 작품공부 싸움 외모뭐 하나 잘난 것 없는 평범한 고등학생 김수현의 눈앞에 갑자기 퀘스트창이 나타났다첫 번째 퀘스트 엄마한테 사과하기를 완료한 수현은 보상으로 키가 3cm 커지게 되는데퀘스트 엄청 쉽잖아 어떤 퀘스트든 완료해주마 그런데 다음 퀘스트가system 학교 일진녀와 키스하십시오,9.8,박태준 만화회사,박태준 만화회사,박태준 만화회사
크라임 퍼즐,스릴러,스스로 교도소에 갇힌 범죄심리학자 아버지를 잃은 범죄분석관이 벌이는 살인사건에 관한 10번의 인터뷰 그 속에 숨어 있는 연쇄살인의 진실범죄의 조각들을 꿰어 맞추면 거대한 하나의 실체가 드러나지,9.76,Meen , 미상,Meen 
크라임 퍼즐 시즌2,스릴러,성매매 단속을 나간 경찰 배태성 일행은 오피스텔에서 막 나온 유서진을 붙잡고 안으로 밀어붙인다결국 유서진은 경찰이 내미는 자필진술서를 쓰게 되고 또 한 건의 실적을 올린 배태성은 속으로 웃음 짓는다그러나 경찰서에 진술하러 온 유서진의 달라진 모습에 배태성은 경악하게 되는데,9.48,Meen , 도승재,Meen 
크레이지 커피 캣,로맨스,커피 열정 그리고 사랑,9.81,엄재경 , 최경아,엄재경 
크레이터,액션,전투를 위해 태어난 인간 투견주인을 위해 목숨을 걸고 싸워라,9.93,태발,태발,태발
크리퍼스큘,판타지,낮과 밤이 없는 붉은하늘의 세계 크리퍼스큘그 곳에서 펼쳐지는 뱀파이어 학원 판타지,9.94,밀치 , 얌치,밀치 
크림슨 하트,판타지,푸른 반딧불이로 인해 폭주하는 마법의 땅 언노운 그런 마법으로부터 완전히 차단된 통제도시 레퓨지아레퓨지아에서 완벽한 시스템을 통해 관리되며 살아가던 소녀들은어느날 도서관에서 의문의 낡은 책과 붉은 목걸이를 발견한다자신들의 손에 쥐어진 것이 무엇인지도 모른 채소녀들은 푸른 반딧불이를 보고 호기심에 이끌려 아무도 넘지 않았던 장벽을 넘어 도시 밖으로 나간다소녀들의 손에 쥐어진 전설의 크림슨 하트푸른 반딧불이 섬의 저주를 풀라는 의문의 메시지미지의 땅 언노운을 모험할수록 밝혀지는 레퓨지아의 비밀과 푸른 반딧불이의 진실소녀들의 운명은 크림슨 하트 with 르세라핌,9.67,HYBE,HYBE,HYBE
클로닝,스릴러,과학자 정대숙은 연구중 의도치 않게 복제인간을 만들고 만다갑자기 생긴 복제인간으로 인해 그의 인생에 많은 문제가 생기기 시작한다그로 인해 그의 삶은 점점 꼬이게 되고 결국은 살인사건에 까지 휘말리고 만다,9.47,천정학,천정학,천정학
클로즈업,드라마,본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다이혼 후 모든 일이 꼬이기만 하는 문화센터 사진강사 강민주와 이혼 후 모든 일이 잘 풀리는 돌싱남 사진작가 우민욱 그리고 방황하는 민주의 앞에 나타난 영화 촬영감독 하동현 세 개의 렌즈 너머로 펼쳐지는 세 사람의 로맨스,8.38,현재권 , 우박,현재권 
키드갱,개그,삼류 건달들의 좌충우돌 우왕좌왕 예측불허 육아일기트렌드를 이끈 정통 코믹만화의 부활2012년 신영우 작가의 히트 만화 키드갱이 네이버 웹툰으로 다시 찾아옵니다,9.91,신영우,신영우,신영우
키드갱 시즌2,개그,키드갱 22권 그 이후정통 개그만화가 부활한다,9.94,신영우,신영우,신영우
키미앤조이,로맨스,1980년대 프랑스의 어느 한적한 시골에서 펼쳐지는 로맨스구두 디자이너인 조이는 번아웃으로 지친 일상을 멈추고 인생 처음으로 휴식다운 휴식을 즐기러 왔다하지만 계획과는 달리 드넓은 포도밭 끝에 위치한 숙소는 가는 길부터 몹시 험난하다택시도 안 잡혀서 하염없이 걷던 조이는 낡은 트럭이 튀기고 간 흙탕물까지 잔뜩 뒤집어쓰게 되고그렇게 고생해서 드디어 도착한 숙소그리고 그녀의 눈앞에 아까의 그 낡은 트럭과 트럭의 주인 키미가 나타나는데 첫인상부터 달갑지 않은 둘 이곳에서 조이는 과연 평화로운 휴식을 보낼 수 있을까,9.97,치자,치자,치자
키스 식스 센스,로맨스,키스하는 순간 미래가 보인다키스하면 미래가 보이는 예술은 실수로 상사 차민후 팀장의 목에 키스를 한다그 순간 예술은 미래에 차민후와 함께있는 자신의 모습을 보게 되는데그런데 왜 하필 침대에서 뒹구는 모습인 거야썸은 커녕 언젠가 회사 그만 둘 때 꼭 뒷통수 한 대 후려치고 갈 생각이었는데어떻게든 끔찍한 미래가 현실이 되지 않게 열심히 부정해보지만이 남자 자꾸만 나한테 다가온다원수보다 못한 우리 사이 진짜 로맨스가 있긴 한 거야아슬아슬 화끈한 초감각 로맨스 키스 식스 센스,9.93,조코봉 , 갓녀,조코봉 
키스우드,판타지,언덕이라 불리우는 정체 불명의 숲 그리고 그곳을 지배 하고있는 소녀 무아무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정,9.95,안성호,안성호,안성호
키스의 여왕,로맨스,누구라도 보는 순간 키스하고 싶게 만드는 여자 키스의 여왕이라는 별명을 가진 월드스타 손유리는 IT 업계의 억만장자 데이브 천과의 드라마틱한 열애 후 성대한 결혼식을 올린다평범한 신혼여행을 거부하고 지상 최고의 허니문 여행을 떠난 그녀는 로맨틱한 첫날밤에 미친 사랑과 거대한 운명의 폭풍에 휩싸이게 되는데당신이 알던 그 남자는 죽었어,9.93,영영이 , 이재익,영영이 
킥,액션,태권도 쌩초보 홍석준의 무모한 태권도 수련폭풍의 전학생 강냉이 작가의 신작 웹툰,7.76,강냉이,강냉이,강냉이
킬 더 드래곤,액션,필사적으로 살아남아라인류는 침략자 드래곤에게 멸망을 선고받았다붕괴 직전의 세계에서 인류를 수호하기 위해전쟁고아 이한은 사이커로 각성한다,9.93,현가 , 미스 지수 , 백수귀족
킬더킹,드라마,왕의 재능이란 무엇일까왕좌의 새로운 주인 진정한 왕에 걸맞는 재능을 가려내는 게임이 시작된다,9.68,마사토끼 , joana,마사토끼 
킬러 김빵빵,개그,사악한 킬러 김빵빵으로부터 위협받는 시민들너도 예외는 아니다,9.82,김레옹,김레옹,김레옹
킬러방 : 퍼스트 킬,액션,특수부대 출신이지만 평범한 회사원 방의강아내가 싸이코패스를 만나 간신히 도망친 사건을 계기로 범인을 잡겠다고 나서지만 오히려 그들에게 잡히고 만다하지만 범인들은 서로 싸우다 죽어버리고 그 때 방의강의 앞에 한 남자가 나타나 킬러컴퍼니에 입사하라며 명함을 건네는데사고사 전문 성장형 킬러 방의강의 통쾌한 살인청부 스토리가 펼쳐진다,9.82,김도연 , 방진호,김도연 
킬러분식,액션,킬러의 삶을 청산하고 인간답게 살고 싶었던 추 20년이 지난 지금 누군가가 그와 그의 가족을 위협한다인과응보를 기반으로 한 한恨작가의 액션 느와르 복수극,9.95,한(恨),한(恨),한(恨)
킬링킬러,액션,10년 전 살인마에게 부모님을 잃은 주인공 이시우 마침내 부모님을 죽인 살인마 잭을 만나 목을 베는데잘린 목이 죽지 않고 말을 걸어온다 네 부모를 죽인 건 내가 아니야진짜 범인이 초능력을 사용하는 살인마 집단에 속해 있는 계약자라는 것을 알게 된 이시우는 잭의 도움을 받아 계약자들을 사냥하기로 결심한다,9.9,아백,아백,아백
킬링타임,스릴러,언니 살려줘3년전 죽은 동생에게서 전화가 왔다과거와 연결된 핸드폰을 이용해 죽은 동생을 살려내야 한다,9.93,혼,혼,혼
타인은 지옥이다,스릴러,모든 게 낯선 고시원 생활 그곳에 수상한 자들이 있다화제의 드라마원작 재연재 놓치지 마세요,9.86,김용키,김용키,김용키
타인의 로맨스,로맨스,로맨스 소설 속 여주인공이 되어버린 임소희 과연 그녀의 운명은,9.91,호욱 , 만찐,호욱 
타인지옥 - 연쇄살묘사건,스릴러,타인은 지옥이다 특별외전  연쇄살묘사건고벤저스 재등장 종우가 오기 전 일어난 참혹한 사건의 전말은,9.9,김용키,김용키,김용키
타임인조선,개그,백투더퓨처를 꿈꾸는 준재와 철수의 조선견문록,9.93,이윤창,이윤창,이윤창
타투,드라마,밝고 쾌활한 여고생 현진과 새로 오픈한 타투 가게의 진우 유기를 중심으로 벌어지는 옴니버스 타투를 하러 오는 사람들에게 신비한 일이 일어나는데과연 어떤일이 벌어질까요,9.2,노지현,노지현,노지현
탈(TAL),판타지,어느 날 갑자기 등장한 보통 인간과는 조금 다른 존재들특수한 능력을 지니고 태어난 사람들의 이야기,9.94,강임,강임,강임
탈영일지,드라마,1984년 군생활을 이어가던 최금혁은 선임들의 모진 갈굼과믿었던 여자친구의 배신으로 매일 지옥 같은 하루를 보낸다괴로운 생활에 지친 금혁이는 근무 중 선임의 조롱을 견디지 못하고 결국 선임을 쏘고 달아나게 되는데은신과 도주가 반복되는 생활 속에서 금혁이는 무사히 추격자들을 따돌릴 수 있을까괴로운 군생활에서 도망쳐 나온 탈영병 최금혁과 그를 쫓는 조충호 대위의 추격 스릴러,8.93,아포리아,아포리아,아포리아
탐구생활2,개그,배려심이라곤 없는 소심한 남편과 습관성 울컥증에 식탐 강한 아내가자전거 타고 떠나는 좌충우돌 신혼여행,9.75,메가쑈킹,메가쑈킹,메가쑈킹
탐구생활3,개그,마음 씀씀이가 좁고 간사한 사람을 뜻하는 소인배이 땅의 모든 사랑스런 소인배들에게 바치는 지상 최강 소인배 가족의 적나라한 진상 플레이,9.79,메가쇼킹,메가쇼킹,메가쇼킹
탐구생활4-그대와 함께 하...,개그,배려심 제로의 소심쟁이 남편 메가쑈킹만화가와습관성 울컥증에 최강의 식탐을 지닌 아내 금보 다시 돌아온 그들의 요절복통 도보하이킹 대장정,9.68,메가쑈킹,메가쑈킹,메가쑈킹
탐의 굴,스릴러,펜션의 다섯 남자 그리고 살인마와의 치열한 공방전아수라장 속에서 살아남는 자는 과연 누가 될 것인가,9.74,보민,보민,보민
탑코너,스포츠,소설가의 꿈을 가진 수학 천재소년 안시준 우연히 광진고 축구부의 유망주 허도형과 만나게 된다 뜻밖의 사건으로 시준에게 잠재된 축구 재능을 발견한 도형팀을 구하기 위해 시준에게 은밀한 거래를 제안하지만 난 축구는 한 번도 해본 적 없는데과연 시준은 위기에 빠진 광진고 축구부의구세주가 될 수 있을까꿈을 좇는 소년들의 축구드라마 수학 천재의 킥오프가 시작된다,9.66,윤성 , 라군,윤성 
태권보이,스포츠,성적도 장래희망도 애매모호 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 김인주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다태권도는 사랑하지만 겨루기는 제기차기라고그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기이제 그들은 이기기 위해 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다,9.58,김우준,김우준,김우준
태릉좀비촌,드라마,대한민국에서 가장 높은 신체능력과 강도 높은 훈련을 이겨낸 엘리트 운동선수들이 모여 있는 태릉선수촌에 좀비 바이러스가 퍼졌다 유도 은메달리스트 락구는 자신의 목숨보다 중요한 양궁선수 승미를 구하기 위해 격리구역이 된 태릉선수촌에 뛰어드는데,9.44,하얀독수리,하얀독수리,하얀독수리
태백 : 튜토리얼 맨,판타지,초보스킬만 Lv999자아를 갖게 된 튜토리얼 NPC의 모험기,9.94,이난 , 백세,이난 
태시트,액션,좀비 바이러스를 내뿜는 오염물질로 무너진 세상 그곳에 적응한 사람들 높은 자원과 뛰어난 박사 사이먼을 겸했던 마을 아미나하지만  사이먼이 실종되고 아미나 사람들은 절망에 빠진다그런 아미나에서 태어나고 자란 루비그녀로 인해 묻혀있던 사건들이 서서히 모습을 드러내기 시작하는데,9.94,김다찌,김다찌,김다찌
태왕광개토,무협/사극,고구려 19대 왕 한반도 역사상 최대의 영토를 확장한 정복 군주고구려의 세력권을 넓히고 동북아시아 패자로서의 자주성을 드높인 광개토태왕의 이야기가 만화로 펼쳐진다,9.78,청안랑 , 김인호,청안랑 
택배 왔습니다,스릴러,선호는 풍족하진 않지만 소소한 행복을 즐기며 살아가는 평범한 택배원이다평소처럼 배달을 하던 그는 배달 장소에서 우연히 10년 전 고등학교 시절자신을 괴롭혔던 준구를 만나게 된다자신을 못 알아보는 준구를 보며 선호는 안심했지만그의 집에서 살인의 흔적을 발견하게 되고목격자라는 사실을 들킨다준구에게 붙잡힌 선호는 다시 10년 전처럼 준구의 심부름을 하게 되는데,9.75,이한손,이한손,이한손
터치! 메리크리스마스,일상,요즘은 뭘 하며 지내고 있을까 근황이 궁금했던 작가들이 돌아왔다개성 만점 크리스마스 단편선을 스마트툰으로 만나보세요,9.78,웹툰작가,웹툰작가,웹툰작가
텃밭부 사건일지,드라마,우리는 매일 텃밭에서 잡초와 사건을 캐지요,9.98,오이츄,오이츄,오이츄
테러대부활,액션,드디어 테러맨과 부활남이 만났다 파괴는 부활의 시작이다 새로운 악의 등장으로 전세계가 위험에 빠진다 불행을 보는 능력을 가진 민정우와 다시 살아나는 능력을 가진 석환 두 히어로는 다른 선택을 하게 되는데  과연 최후의 승자는 한동우 X 고진호의 슈퍼스트링 첫 크로스오버 작품,9.89,한동우 , 고진호,한동우 
테러맨,액션,한 사람이라도 더 살릴 수 있다면 테러리스트가 되어도 상관없어,9.96,한동우 , 고진호,한동우 
테제,판타지,예언된 죽음 운명에 도전하는 소년세계의 운명을 건 싸움이 지금 시작된다,9.57,하람 , 지야,하람 
텍사스홀덤,일상,흥미진진 승부사의 세계,9.88,onesound,onesound,onesound
토끼대왕,스릴러,살인마 교생 왕따를 구원하다,9.92,김숭늉,김숭늉,김숭늉
토니와 함께,드라마,전염병으로 황폐해지고 있는 세상 인생이 원하는 대로 풀리지 않아 부모님 댁으로 도피했던 내가 홀로 살아 남았다 막연한 목표로 자취방을 향해 걷던 어느 날 강아지 토니를 발견하게 되는데 그렇게 낯선 존재인 토니와 함께 여정을 떠난다,9.93,정성완,정성완,정성완
통 엣지 [완전판],액션,제양수가 반란자금을 마련하기 위해 팔아치운 소년들의 행방을 추적하던 류희수몇 달 간의 노력 끝에 제양수 일당이 납치해 팔아치운 소년들이 예상보다 훨씬 많을 뿐 아니라그 거래처가 현재 동남아 바다의 가장 큰 골칫거리라 불리는 해적 조직 아마이몬 탐욕의 악마 임을 확인한다대한민국 최고 칼잡이 하종화와 그 제자 류희수의 새로운 모험이 시작된다,9.75,운(雲) , 한큰빛,운(雲) 
퇴근 후에 만나요,로맨스,2억짜리 영혼결혼식그 한 가운데에서 전남친을 마주쳤다빚을 갚기 위해 죽은 남자와 결혼하게 된 정채원은결혼까지 생각했던 전 남자친구 한성준의 회사에 취직한다잊지 마세요 3년 동안은 절대 남자를 만나선 안 됩니다유부녀 코스프레를 들키지 않으려는 여자와그 비밀을 밝혀내려는 남자두 사람의 창과 방패의 대결이 시작된다,9.91,박한나 , 햄친 , 로즈빈
퇴마록,액션,대한민국에 신드롬을 일으키며 판매 누적부수 1000만부 이상을 기록한 대작 판타지를 이제 웹툰으로 만난다물귀신에게 동생을 잃고 귀신과 싸우기 위해 태극기공을 수련하게 되는 현암미지의 악령으로부터 친구의 딸을 구하지 못해 고행의 길을 걷는 사제를 택한 박신부해동밀교의 유일한 생존자로 밀교 5대 호법의 모든 주술을 물려받은 천재소년 준후아버지로 인해 미스터리한 사건에 휘말리게 된 숨겨진 비밀을 가지고 있는 승희인간의 영적 정신적 세계를 지배하여 사회를 혼란과 범죄의 온상으로 몰아가는 악한 마귀들을각자의 사연을 지닌 퇴마사들이 함께 싸우며 해결해 나가는 오컬트 판타지,9.93,운 , 이협 , 이우혁
퇴마전쟁,액션,100년의 봉인에서 깨어난 마왕마왕을 다시 봉인하기 위해 뭉친 퇴마사들의 악전고투,9.84,한(恨),한(恨),한(恨)
투 두 리스트,로맨스,키 큰 남자는 인기 있지 그런 건 당연하잖아키가 큰 연애 초보 오오모리 카즈키는 대학교 1학년이다 어느 날 집 근처 미술대학에 다니는 키가 작은 연상의 여인을 사랑하게 된다좋아하는 사람이 있다는게 이런 기분이 드는구나그녀를 만나고 나의 매일은 그야말로장밋빛 이라고 생각하는데이제보니연애는 어떻게 하면 좋은 거지모든 게 신선하고 모든 게 두근두근 거린다누구나 한 번쯤은 겪어 본 연애의 시작를실화 이야기를 바탕으로 만들었습니다,9.76,RYO. , FLEWing,RYO. 
투명한 동거,로맨스,닿을 듯 닿지 않는인간과 유령의 아슬아슬한 동거,9.91,정서,정서,정서
투신전생기,액션,인류 최강자의 회귀 액션 판타지역겨운 신들이 줬다고 해도 기회는 기회 뒈지고 싶다는데 죽여 줘야지인류 최후의 생존자 제피르  마신과의 고독한 싸움은 패배로 끝났으나 신들이 준 기회로 10년 전으로 돌아왔다 모든 것을 빼앗아갔던 마신과 인간을 구경거리 취급한 신들 이번에는 내가 너희를 물어뜯겠다,9.95,청담,청담,청담
투엔티스,로맨스,카라멜 마끼아또 연애세포 김명현 작가 신작 스무살 그녀가 하고 싶은 것은,9.94,김명현,김명현,김명현
튜토리얼 탑의 고인물,액션,전 세계에 몬스터와 함께 등장한 의문의 탑들이 탑들은 사람들을 선별하고 선별 저들은 100층까지 클리어를 해야 다시 세상으로 나갈 수 있다이에 주인공 김현우는 다른 선별된 사람들과 함께 100층까지 공략하지만 알 수 없는 이유로 나가지 못하고 다시 1층으로 돌아와버린다그 후 김현우는 탑을 나가기 위해 수없이 100층을 반복하여 깨고 그런 생활을 12년 동안이나 반복하던 어느 날 갑자기 루프가 풀려 세상 밖으로 나갈 수 있게 된다,9.78,토프 , 방구석김씨,토프 
트라우마,개그,황당하고 골 때리는 반전 Trauma정신적 외상를 입을 만한 초특급 코믹 펀치 직접 확인하세요,9.92,곽백수,곽백수,곽백수
트럼프,판타지,사형 위기에 직면한 수배범 아버지와 세상 누구보다 존경하는 단장님 사이소년의 갈등이 시작된다 트럼프 시즌4,9.97,이채은,이채은,이채은
트로이 목마,드라마,무스펙 무경력 흙수저 배우지망생 현수는 헤어진 여자친구와 다시 만나기 위해 대기업 HJW에 지원한다 당연히 떨어질 거라 생각하고 있던 현수에게 어느날 낯선 남자에게서 한 통의 전화가 걸려오고현수로서는 거절할 수 없는 달콤한 제안을 하는데,9.86,쥬드 프라이데이 , 팔든,쥬드 프라이데이 
트롤트랩,판타지,트롤을 잡아 인류를 지켜라정체불명 헌터 하태와 알바헌터 지현의 통쾌한 판타지 액션,9.92,유비,유비,유비
트리거,판타지,지구에 소행성이 떨어진 후 지구는 인간을 먹이로 하는 괴생명체 아니스에 의해 절멸 위기에 처한다청소년 모두가 입대해서 아니스에 맞서야 하는 시대 1년 전 먼저 입대한 소꿉친구 니카와 어렵게 재회한 에반은니카가 자신을 전혀 기억하지 못하는데다 더이상 평범한 인간이 아니라는것을 알게 된다충격에 빠진 에반에게 정부에서 준 임무는 니카를 죽이라는 것이다 그것도 매일 인류를 위해,9.85,고경빈,고경빈,고경빈
트리니티 원더,판타지,무협세계 최강 고수와 판타지 세계 천재 마법사가 만난다면 브레이커 두 작가의 신작,9.83,전극진 , 박진환,전극진 
특수 영능력 수사반,판타지,어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기,9.56,사다함,사다함,사다함
특수청소,드라마,자신의 일에 최선을 다하는 1팀 형사 정명석명석은 맡고 있던 여중생 성폭행 사건을 종결지으라는 상관에게 항의하다 정직 명령을 받는다한편 대광건설에 온갖 방해와 협박을 받던 성희는 자신의 자존심과 존재 가치를 지키기 위해 맞서싸우기로 결심한다두 사람이 위험한 사건에 휘말리게 되며 부당함에 맞서 싸우게 된다,9.86,한(恨),한(恨),한(恨)
